product_id
00041190576715
00041190576722
00048121255046
00071010114575
00071010114582
00071010120026
00071010120224
00071010120231
00071010120248
00071010126271
00071010126325
00071010126677
00071010126684
00071010126691
00071010126707
00071010126714
00071010126738
00071010126745
00071010126752
00071010126790
00071010126806
00071010139301
00071010139707
00071010139806
00071010139905
00071010200025
00071010310106
00071010310113
00071010400050
00071010411100
00071010414552
00071010414569
00073132031129
00073132031136
00075185000138
00208626000002
00208628000000
00208633000002
00298079000001
